,Column Configuration,Differentia Bit Width,Stratum Retention Policy,Stratum Retention Policy Resolution Parameter,Stratigraphic Column Actual Retained Bits,Stratigraphic Column Target Retained Bits,Stratigraphic Column Retained Bits Error,Stratigraphic Column Actual Num Retained Strata,Taxon Compared From,Taxon Compared To,Generation of Taxon Compared From,Generation of Taxon Compared To,Generation Of MRCA Lower Bound (inclusive),Generation Of MRCA Upper Bound (exclusive),MRCA Bound Confidence,Rank of Earliest Detectable Mrca With
724,actual_bits=472+actual_strata=59+bits_error=-40+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=512,8,TaperedDepthProportionalResolution,59,472,512,-40,59,4733,4721,501,499,0.0,8.0,0.99609375,0
725,actual_bits=448+actual_strata=7+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=512,64,TaperedDepthProportionalResolution,3,448,512,-64,7,4733,4721,501,499,0.0,128.0,1.0,0
726,actual_bits=59+actual_strata=59+bits_error=-965+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,1,TaperedDepthProportionalResolution,59,59,1024,-965,59,4733,4721,501,499,,,0.96875,32
727,actual_bits=472+actual_strata=59+bits_error=-552+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,8,TaperedDepthProportionalResolution,59,472,1024,-552,59,4733,4721,501,499,0.0,8.0,0.99609375,0
728,actual_bits=1024+actual_strata=16+bits_error=0+differentia=64+policy=TaperedDepthProportionalResolution+resolution=8+target_bits=1024,64,TaperedDepthProportionalResolution,8,1024,1024,0,16,4733,4721,501,499,0.0,32.0,1.0,0
729,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=64,1,RecencyProportionalResolution,59,59,64,-5,59,4733,4721,501,499,,,0.96875,28
730,actual_bits=40+actual_strata=5+bits_error=-24+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,40,64,-24,5,4733,4721,501,499,0.0,256.0,0.99609375,0
731,actual_bits=320+actual_strata=5+bits_error=256+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,320,64,256,5,4733,4721,501,499,0.0,256.0,1.0,0
732,actual_bits=59+actual_strata=59+bits_error=-453+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=512,1,RecencyProportionalResolution,59,59,512,-453,59,4733,4721,501,499,,,0.96875,28
733,actual_bits=472+actual_strata=59+bits_error=-40+differentia=8+policy=RecencyProportionalResolution+resolution=59+target_bits=512,8,RecencyProportionalResolution,59,472,512,-40,59,4733,4721,501,499,0.0,8.0,0.99609375,0
734,actual_bits=320+actual_strata=5+bits_error=-192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=512,64,RecencyProportionalResolution,0,320,512,-192,5,4733,4721,501,499,0.0,256.0,1.0,0
735,actual_bits=59+actual_strata=59+bits_error=-965+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=1024,1,RecencyProportionalResolution,59,59,1024,-965,59,4733,4721,501,499,,,0.96875,28
736,actual_bits=472+actual_strata=59+bits_error=-552+differentia=8+policy=RecencyProportionalResolution+resolution=59+target_bits=1024,8,RecencyProportionalResolution,59,472,1024,-552,59,4733,4721,501,499,0.0,8.0,0.99609375,0
737,actual_bits=896+actual_strata=14+bits_error=-128+differentia=64+policy=RecencyProportionalResolution+resolution=2+target_bits=1024,64,RecencyProportionalResolution,2,896,1024,-128,14,4733,4721,501,499,0.0,128.0,1.0,0
738,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=64,1,TaperedDepthProportionalResolution,59,59,64,-5,59,4733,4701,501,498,,,0.96875,32
739,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,64,-8,7,4733,4701,501,498,0.0,128.0,0.99609375,0
740,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,64,128,3,4733,4701,501,498,0.0,256.0,1.0,0
741,actual_bits=59+actual_strata=59+bits_error=-453+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=512,1,TaperedDepthProportionalResolution,59,59,512,-453,59,4733,4701,501,498,,,0.96875,32
742,actual_bits=472+actual_strata=59+bits_error=-40+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=512,8,TaperedDepthProportionalResolution,59,472,512,-40,59,4733,4701,501,498,0.0,8.0,0.99609375,0
743,actual_bits=448+actual_strata=7+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=512,64,TaperedDepthProportionalResolution,3,448,512,-64,7,4733,4701,501,498,0.0,128.0,1.0,0
744,actual_bits=59+actual_strata=59+bits_error=-965+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,1,TaperedDepthProportionalResolution,59,59,1024,-965,59,4733,4701,501,498,,,0.96875,32
745,actual_bits=472+actual_strata=59+bits_error=-552+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,8,TaperedDepthProportionalResolution,59,472,1024,-552,59,4733,4701,501,498,0.0,8.0,0.99609375,0
746,actual_bits=1024+actual_strata=16+bits_error=0+differentia=64+policy=TaperedDepthProportionalResolution+resolution=8+target_bits=1024,64,TaperedDepthProportionalResolution,8,1024,1024,0,16,4733,4701,501,498,0.0,32.0,1.0,0
747,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=64,1,RecencyProportionalResolution,59,59,64,-5,59,4733,4701,501,498,,,0.96875,28
748,actual_bits=40+actual_strata=5+bits_error=-24+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,40,64,-24,5,4733,4701,501,498,0.0,256.0,0.99609375,0
749,actual_bits=320+actual_strata=5+bits_error=256+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,320,64,256,5,4733,4701,501,498,0.0,256.0,1.0,0
750,actual_bits=59+actual_strata=59+bits_error=-453+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=512,1,RecencyProportionalResolution,59,59,512,-453,59,4733,4701,501,498,,,0.96875,28
751,actual_bits=472+actual_strata=59+bits_error=-40+differentia=8+policy=RecencyProportionalResolution+resolution=59+target_bits=512,8,RecencyProportionalResolution,59,472,512,-40,59,4733,4701,501,498,0.0,8.0,0.99609375,0
752,actual_bits=320+actual_strata=5+bits_error=-192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=512,64,RecencyProportionalResolution,0,320,512,-192,5,4733,4701,501,498,0.0,256.0,1.0,0
753,actual_bits=59+actual_strata=59+bits_error=-965+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=1024,1,RecencyProportionalResolution,59,59,1024,-965,59,4733,4701,501,498,,,0.96875,28
754,actual_bits=472+actual_strata=59+bits_error=-552+differentia=8+policy=RecencyProportionalResolution+resolution=59+target_bits=1024,8,RecencyProportionalResolution,59,472,1024,-552,59,4733,4701,501,498,0.0,8.0,0.99609375,0
755,actual_bits=896+actual_strata=14+bits_error=-128+differentia=64+policy=RecencyProportionalResolution+resolution=2+target_bits=1024,64,RecencyProportionalResolution,2,896,1024,-128,14,4733,4701,501,498,0.0,128.0,1.0,0
756,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=64,1,TaperedDepthProportionalResolution,59,59,64,-5,59,4733,4730,501,501,,,0.96875,32
757,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,64,-8,7,4733,4730,501,501,0.0,128.0,0.99609375,0
758,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,64,128,3,4733,4730,501,501,0.0,256.0,1.0,0
759,actual_bits=59+actual_strata=59+bits_error=-453+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=512,1,TaperedDepthProportionalResolution,59,59,512,-453,59,4733,4730,501,501,,,0.96875,32
760,actual_bits=472+actual_strata=59+bits_error=-40+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=512,8,TaperedDepthProportionalResolution,59,472,512,-40,59,4733,4730,501,501,0.0,8.0,0.99609375,0
761,actual_bits=448+actual_strata=7+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=512,64,TaperedDepthProportionalResolution,3,448,512,-64,7,4733,4730,501,501,0.0,128.0,1.0,0
762,actual_bits=59+actual_strata=59+bits_error=-965+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,1,TaperedDepthProportionalResolution,59,59,1024,-965,59,4733,4730,501,501,,,0.96875,32
763,actual_bits=472+actual_strata=59+bits_error=-552+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,8,TaperedDepthProportionalResolution,59,472,1024,-552,59,4733,4730,501,501,0.0,8.0,0.99609375,0
764,actual_bits=1024+actual_strata=16+bits_error=0+differentia=64+policy=TaperedDepthProportionalResolution+resolution=8+target_bits=1024,64,TaperedDepthProportionalResolution,8,1024,1024,0,16,4733,4730,501,501,0.0,32.0,1.0,0
765,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=64,1,RecencyProportionalResolution,59,59,64,-5,59,4733,4730,501,501,,,0.96875,28
766,actual_bits=40+actual_strata=5+bits_error=-24+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,40,64,-24,5,4733,4730,501,501,0.0,256.0,0.99609375,0
767,actual_bits=320+actual_strata=5+bits_error=256+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,320,64,256,5,4733,4730,501,501,0.0,256.0,1.0,0
768,actual_bits=59+actual_strata=59+bits_error=-453+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=512,1,RecencyProportionalResolution,59,59,512,-453,59,4733,4730,501,501,,,0.96875,28
769,actual_bits=472+actual_strata=59+bits_error=-40+differentia=8+policy=RecencyProportionalResolution+resolution=59+target_bits=512,8,RecencyProportionalResolution,59,472,512,-40,59,4733,4730,501,501,0.0,8.0,0.99609375,0
770,actual_bits=320+actual_strata=5+bits_error=-192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=512,64,RecencyProportionalResolution,0,320,512,-192,5,4733,4730,501,501,0.0,256.0,1.0,0
771,actual_bits=59+actual_strata=59+bits_error=-965+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=1024,1,RecencyProportionalResolution,59,59,1024,-965,59,4733,4730,501,501,,,0.96875,28
772,actual_bits=472+actual_strata=59+bits_error=-552+differentia=8+policy=RecencyProportionalResolution+resolution=59+target_bits=1024,8,RecencyProportionalResolution,59,472,1024,-552,59,4733,4730,501,501,0.0,8.0,0.99609375,0
773,actual_bits=896+actual_strata=14+bits_error=-128+differentia=64+policy=RecencyProportionalResolution+resolution=2+target_bits=1024,64,RecencyProportionalResolution,2,896,1024,-128,14,4733,4730,501,501,0.0,128.0,1.0,0
774,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=64,1,TaperedDepthProportionalResolution,59,59,64,-5,59,4733,4707,501,498,,,0.96875,32
775,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,64,-8,7,4733,4707,501,498,0.0,128.0,0.99609375,0
776,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,64,128,3,4733,4707,501,498,0.0,256.0,1.0,0
777,actual_bits=59+actual_strata=59+bits_error=-453+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=512,1,TaperedDepthProportionalResolution,59,59,512,-453,59,4733,4707,501,498,,,0.96875,32
778,actual_bits=472+actual_strata=59+bits_error=-40+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=512,8,TaperedDepthProportionalResolution,59,472,512,-40,59,4733,4707,501,498,0.0,8.0,0.99609375,0
779,actual_bits=448+actual_strata=7+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=512,64,TaperedDepthProportionalResolution,3,448,512,-64,7,4733,4707,501,498,0.0,128.0,1.0,0
780,actual_bits=59+actual_strata=59+bits_error=-965+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,1,TaperedDepthProportionalResolution,59,59,1024,-965,59,4733,4707,501,498,0.0,40.0,0.96875,32
781,actual_bits=472+actual_strata=59+bits_error=-552+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,8,TaperedDepthProportionalResolution,59,472,1024,-552,59,4733,4707,501,498,0.0,8.0,0.99609375,0
782,actual_bits=1024+actual_strata=16+bits_error=0+differentia=64+policy=TaperedDepthProportionalResolution+resolution=8+target_bits=1024,64,TaperedDepthProportionalResolution,8,1024,1024,0,16,4733,4707,501,498,0.0,32.0,1.0,0
783,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=64,1,RecencyProportionalResolution,59,59,64,-5,59,4733,4707,501,498,,,0.96875,28
784,actual_bits=40+actual_strata=5+bits_error=-24+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,40,64,-24,5,4733,4707,501,498,0.0,256.0,0.99609375,0
785,actual_bits=320+actual_strata=5+bits_error=256+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,320,64,256,5,4733,4707,501,498,0.0,256.0,1.0,0
786,actual_bits=59+actual_strata=59+bits_error=-453+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=512,1,RecencyProportionalResolution,59,59,512,-453,59,4733,4707,501,498,,,0.96875,28
787,actual_bits=472+actual_strata=59+bits_error=-40+differentia=8+policy=RecencyProportionalResolution+resolution=59+target_bits=512,8,RecencyProportionalResolution,59,472,512,-40,59,4733,4707,501,498,0.0,8.0,0.99609375,0
788,actual_bits=320+actual_strata=5+bits_error=-192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=512,64,RecencyProportionalResolution,0,320,512,-192,5,4733,4707,501,498,0.0,256.0,1.0,0
789,actual_bits=59+actual_strata=59+bits_error=-965+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=1024,1,RecencyProportionalResolution,59,59,1024,-965,59,4733,4707,501,498,28.0,48.0,0.96875,28
790,actual_bits=472+actual_strata=59+bits_error=-552+differentia=8+policy=RecencyProportionalResolution+resolution=59+target_bits=1024,8,RecencyProportionalResolution,59,472,1024,-552,59,4733,4707,501,498,0.0,8.0,0.99609375,0
791,actual_bits=896+actual_strata=14+bits_error=-128+differentia=64+policy=RecencyProportionalResolution+resolution=2+target_bits=1024,64,RecencyProportionalResolution,2,896,1024,-128,14,4733,4707,501,498,0.0,128.0,1.0,0
792,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=64,1,TaperedDepthProportionalResolution,59,59,64,-5,59,4733,4738,501,501,,,0.96875,32
793,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,64,-8,7,4733,4738,501,501,0.0,128.0,0.99609375,0
794,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,64,128,3,4733,4738,501,501,0.0,256.0,1.0,0
795,actual_bits=59+actual_strata=59+bits_error=-453+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=512,1,TaperedDepthProportionalResolution,59,59,512,-453,59,4733,4738,501,501,,,0.96875,32
796,actual_bits=472+actual_strata=59+bits_error=-40+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=512,8,TaperedDepthProportionalResolution,59,472,512,-40,59,4733,4738,501,501,0.0,8.0,0.99609375,0
797,actual_bits=448+actual_strata=7+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=512,64,TaperedDepthProportionalResolution,3,448,512,-64,7,4733,4738,501,501,0.0,128.0,1.0,0
798,actual_bits=59+actual_strata=59+bits_error=-965+differentia=1+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,1,TaperedDepthProportionalResolution,59,59,1024,-965,59,4733,4738,501,501,0.0,40.0,0.96875,32
799,actual_bits=472+actual_strata=59+bits_error=-552+differentia=8+policy=TaperedDepthProportionalResolution+resolution=59+target_bits=1024,8,TaperedDepthProportionalResolution,59,472,1024,-552,59,4733,4738,501,501,0.0,8.0,0.99609375,0
800,actual_bits=1024+actual_strata=16+bits_error=0+differentia=64+policy=TaperedDepthProportionalResolution+resolution=8+target_bits=1024,64,TaperedDepthProportionalResolution,8,1024,1024,0,16,4733,4738,501,501,0.0,32.0,1.0,0
801,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=64,1,RecencyProportionalResolution,59,59,64,-5,59,4733,4738,501,501,,,0.96875,28
802,actual_bits=40+actual_strata=5+bits_error=-24+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,40,64,-24,5,4733,4738,501,501,0.0,256.0,0.99609375,0
803,actual_bits=320+actual_strata=5+bits_error=256+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,320,64,256,5,4733,4738,501,501,0.0,256.0,1.0,0
804,actual_bits=59+actual_strata=59+bits_error=-453+differentia=1+policy=RecencyProportionalResolution+resolution=59+target_bits=512,1,RecencyProportionalResolution,59,59,512,-453,59,4733,4738,501,501,,,0.96875,28
